,batting_team,bowling_team,wicket_fallen,score,target,runs_prev_5,wick_prev_5,balls_left,venue,req
48352,DC,KKR,0,3,136,38.45717232572607,1.3591565436626174,114,Others,133
67299,RPS,RCB,3,48,185,30.0,0.0,74,Maharashtra Cricket Association Stadium,137
4137,MI,RCB,6,130,162,41.0,3.0,21,Wankhede Stadium,32
50590,KXIP,DC,4,101,120,31.0,0.0,34,Feroz Shah Kotla,19
75036,CSK,RCB,4,133,213,50.0,0.0,35,M Chinnaswamy Stadium,80
61184,RCB,MI,7,187,209,56.0,1.0,1,M Chinnaswamy Stadium,22
64488,DC,CSK,0,5,119,38.45717232572607,1.3591565436626174,113,Others,114
4128,MI,RCB,5,115,162,40.0,2.0,29,Wankhede Stadium,47
62774,RCB,KKR,2,55,111,52.0,2.0,87,M Chinnaswamy Stadium,56
86188,CSK,MI,3,77,152,18.0,2.0,50,"Rajiv Gandhi International Stadium, Uppal",75
39054,RR,DC,0,40,152,34.0,0.0,83,Feroz Shah Kotla,112
50951,DC,CSK,6,112,168,39.0,1.0,23,"MA Chidambaram Stadium, Chepauk",56
78119,SRH,RCB,2,93,222,42.0,1.0,57,M Chinnaswamy Stadium,129
13989,MI,HDC,0,0,168,38.45717232572607,1.3591565436626174,119,Others,168
52052,MI,RR,1,100,165,47.0,1.0,47,Eden Gardens,65
13919,KXIP,RCB,1,60,168,42.0,1.0,74,Others,108
6578,RCB,KKR,0,3,222,38.45717232572607,1.3591565436626174,116,M Chinnaswamy Stadium,219
9169,DC,MI,4,103,162,43.0,1.0,39,Dr DY Patil Sports Academy,59
21778,KXIP,RR,6,135,183,27.0,3.0,23,"Punjab Cricket Association Stadium, Mohali",48
51351,MI,KXIP,1,18,183,38.45717232572607,1.3591565436626174,102,Others,165
3714,RCB,RPS,7,72,157,22.0,2.0,29,Maharashtra Cricket Association Stadium,85
25589,RCB,MI,3,61,191,35.0,3.0,63,M Chinnaswamy Stadium,130
44323,DC,MI,1,2,209,38.45717232572607,1.3591565436626174,114,Wankhede Stadium,207
75416,MI,CSK,2,139,176,41.0,1.0,21,Maharashtra Cricket Association Stadium,37
24422,HDC,CSK,0,15,138,38.45717232572607,1.3591565436626174,103,Others,123
45935,MI,RR,4,44,179,19.0,2.0,57,Sawai Mansingh Stadium,135
19035,DC,MI,1,72,165,42.0,1.0,73,Others,93
41243,KKR,MI,3,106,182,44.0,0.0,30,Eden Gardens,76
6512,RPS,MI,1,58,129,26.0,0.0,61,"Rajiv Gandhi International Stadium, Uppal",71
50596,KXIP,DC,4,103,120,24.0,0.0,28,Feroz Shah Kotla,17
71235,GL,KKR,3,72,124,44.0,1.0,76,Others,52
69148,KXIP,KKR,3,16,164,38.45717232572607,1.3591565436626174,95,Eden Gardens,148
81598,DC,RCB,1,66,154,55.0,0.0,82,M Chinnaswamy Stadium,88
28445,KKR,RR,1,10,81,38.45717232572607,1.3591565436626174,106,Eden Gardens,71
77738,RR,MI,1,112,177,40.0,0.0,44,Wankhede Stadium,65
30259,DC,KKR,8,125,148,42.0,3.0,6,Feroz Shah Kotla,23
26918,RCB,KTK,3,128,161,37.0,0.0,19,Others,33
1842,RCB,RPS,1,36,161,38.45717232572607,1.3591565436626174,94,M Chinnaswamy Stadium,125
16884,CSK,RR,2,65,140,34.0,1.0,61,Others,75
41963,DC,KXIP,5,116,136,34.0,1.0,15,Feroz Shah Kotla,20
57296,RR,MI,7,144,178,60.0,0.0,8,Others,34
77941,KXIP,MI,0,9,197,38.45717232572607,1.3591565436626174,110,Wankhede Stadium,188
67331,RPS,RCB,3,94,185,41.0,0.0,42,Maharashtra Cricket Association Stadium,91
2820,RPS,SRH,1,63,176,44.0,0.0,69,Maharashtra Cricket Association Stadium,113
24904,RCB,HDC,1,37,151,27.0,0.0,84,Others,114
71275,DC,SRH,0,5,158,38.45717232572607,1.3591565436626174,119,Others,153
72742,SRH,RR,1,47,133,38.45717232572607,1.3591565436626174,90,"Rajiv Gandhi International Stadium, Uppal",86
5403,DC,GL,0,7,195,38.45717232572607,1.3591565436626174,115,Others,188
35678,MI,HDC,2,52,138,32.0,0.0,57,Others,86
65994,SRH,RCB,5,107,227,30.0,4.0,46,M Chinnaswamy Stadium,120
34817,MI,CSK,3,102,112,19.0,0.0,25,"MA Chidambaram Stadium, Chepauk",10
39823,PWI,MI,4,87,120,35.0,0.0,21,Subrata Roy Sahara Stadium,33
16637,DC,MI,1,44,116,22.0,1.0,68,Others,72
4559,DC,GL,1,72,208,57.0,1.0,80,Feroz Shah Kotla,136
68352,GL,RPS,1,111,195,49.0,1.0,61,Maharashtra Cricket Association Stadium,84
39298,KKR,CSK,1,37,139,24.0,1.0,82,"MA Chidambaram Stadium, Chepauk",102
46533,DC,MI,1,151,161,43.0,1.0,25,Feroz Shah Kotla,10
33638,KTK,CSK,2,68,152,23.0,1.0,53,"MA Chidambaram Stadium, Chepauk",84
30254,DC,KKR,6,123,148,48.0,2.0,11,Feroz Shah Kotla,25
46347,RCB,RR,0,27,117,38.45717232572607,1.3591565436626174,97,M Chinnaswamy Stadium,90
16022,KXIP,RR,2,2,211,38.45717232572607,1.3591565436626174,111,Others,209
47739,KKR,CSK,4,184,200,57.0,1.0,2,"MA Chidambaram Stadium, Chepauk",16
40308,MI,CSK,1,115,173,45.0,0.0,37,Wankhede Stadium,58
28662,DC,HDC,3,66,168,38.0,3.0,69,Feroz Shah Kotla,102
33589,KTK,CSK,1,22,152,38.45717232572607,1.3591565436626174,98,"MA Chidambaram Stadium, Chepauk",130
44513,CSK,KXIP,0,73,138,33.0,0.0,50,"Punjab Cricket Association Stadium, Mohali",65
32246,PWI,KXIP,1,64,119,34.0,1.0,67,"Punjab Cricket Association Stadium, Mohali",55
83478,RR,MI,2,82,171,48.0,2.0,74,Sawai Mansingh Stadium,89
2592,GL,KKR,3,99,187,40.0,2.0,62,Eden Gardens,88
66965,KKR,KXIP,0,44,138,38.45717232572607,1.3591565436626174,96,"Punjab Cricket Association Stadium, Mohali",94
77823,KKR,RR,0,6,144,38.45717232572607,1.3591565436626174,119,Eden Gardens,138
35103,KXIP,RR,5,113,191,45.0,1.0,35,Sawai Mansingh Stadium,78
61163,RCB,MI,6,152,209,57.0,3.0,20,M Chinnaswamy Stadium,57
25072,DC,MI,6,98,183,19.0,3.0,41,Others,85
2062,KKR,DC,6,167,168,36.0,2.0,2,Feroz Shah Kotla,1
441,KXIP,RPS,4,141,163,56.0,1.0,26,Others,22
72305,RCB,SRH,1,140,208,63.0,1.0,44,M Chinnaswamy Stadium,68
64595,RCB,KXIP,0,21,106,38.45717232572607,1.3591565436626174,106,"Punjab Cricket Association Stadium, Mohali",85
30132,KTK,HDC,7,73,129,28.0,1.0,30,Others,56
27417,MI,RCB,1,74,140,41.0,0.0,63,M Chinnaswamy Stadium,66
64813,CSK,KXIP,1,2,130,38.45717232572607,1.3591565436626174,114,"Punjab Cricket Association Stadium, Mohali",128
82511,RCB,KXIP,1,63,180,57.0,1.0,84,Others,117
72410,CSK,MI,4,58,169,19.0,3.0,60,Wankhede Stadium,111
27914,KKR,RR,1,107,159,32.0,0.0,43,Sawai Mansingh Stadium,52
82638,CSK,KKR,2,50,170,29.0,2.0,75,Eden Gardens,120
64959,KKR,RR,2,66,199,46.0,1.0,78,Others,133
74726,DC,KXIP,1,32,157,38.45717232572607,1.3591565436626174,101,Feroz Shah Kotla,125
64747,KKR,MI,5,134,171,41.0,2.0,23,Wankhede Stadium,37
2401,DC,SRH,4,119,191,34.0,2.0,33,"Rajiv Gandhi International Stadium, Uppal",72
35366,HDC,CSK,10,119,193,25.0,6.0,17,Others,74
60562,RR,SRH,2,89,127,33.0,2.0,38,Others,38
76013,KKR,CSK,0,12,184,38.45717232572607,1.3591565436626174,116,Eden Gardens,172
53167,SRH,KXIP,3,45,193,34.0,2.0,84,Others,148
64760,KKR,MI,6,152,171,43.0,3.0,10,Wankhede Stadium,19
674,SRH,GL,1,127,135,42.0,0.0,35,"Rajiv Gandhi International Stadium, Uppal",8
35140,DC,RCB,0,8,157,38.45717232572607,1.3591565436626174,118,M Chinnaswamy Stadium,149
72370,CSK,MI,0,27,169,38.45717232572607,1.3591565436626174,99,Wankhede Stadium,142
86022,CSK,DC,0,15,155,38.45717232572607,1.3591565436626174,97,Others,140
82321,DC,KKR,2,120,183,47.0,0.0,41,Eden Gardens,63
21653,CSK,RCB,6,107,171,37.0,3.0,24,M Chinnaswamy Stadium,64
76378,SRH,DC,0,30,166,38.45717232572607,1.3591565436626174,93,"Rajiv Gandhi International Stadium, Uppal",136
77949,KXIP,MI,0,28,197,38.45717232572607,1.3591565436626174,102,Wankhede Stadium,169
22851,CSK,RCB,3,141,161,33.0,1.0,17,"MA Chidambaram Stadium, Chepauk",20
56151,RR,RCB,1,60,190,35.0,1.0,72,M Chinnaswamy Stadium,130
82671,CSK,KKR,4,96,170,39.0,2.0,43,Eden Gardens,74
60397,DC,KXIP,2,54,165,31.0,2.0,75,Maharashtra Cricket Association Stadium,111
61117,RCB,MI,2,59,209,30.0,1.0,62,M Chinnaswamy Stadium,150
81392,KXIP,CSK,2,78,165,31.0,0.0,53,Others,87
50569,KXIP,DC,4,84,120,29.0,1.0,55,Feroz Shah Kotla,36
84463,CSK,MI,6,86,159,27.0,2.0,34,Others,73
38484,MI,KXIP,4,98,168,38.0,2.0,35,"Punjab Cricket Association Stadium, Mohali",70
50347,KKR,RCB,3,62,115,29.0,1.0,54,Others,53
2442,MI,KXIP,0,10,198,38.45717232572607,1.3591565436626174,113,Others,188
6426,MI,KKR,3,74,107,38.0,0.0,55,M Chinnaswamy Stadium,33
31570,KKR,KTK,0,28,156,38.45717232572607,1.3591565436626174,101,Others,128
15684,KXIP,KKR,0,1,153,38.45717232572607,1.3591565436626174,116,Others,152
77050,KKR,MI,8,100,217,23.0,1.0,25,Eden Gardens,117
10615,DC,KKR,6,101,133,34.0,1.0,25,Eden Gardens,32
16428,RR,RCB,1,48,105,36.0,1.0,70,Others,57
33572,KTK,CSK,0,3,152,38.45717232572607,1.3591565436626174,114,"MA Chidambaram Stadium, Chepauk",149
49726,RR,KXIP,1,54,145,42.0,0.0,73,"Punjab Cricket Association Stadium, Mohali",91
47803,PWI,DC,0,75,164,37.0,0.0,60,Others,89
67922,KXIP,MI,2,84,189,47.0,0.0,57,"Punjab Cricket Association Stadium, Mohali",105
61588,RCB,CSK,5,122,181,44.0,2.0,25,M Chinnaswamy Stadium,59
80836,DC,KXIP,10,163,175,29.0,7.0,4,Others,12
5024,KKR,RCB,2,142,158,36.0,1.0,47,M Chinnaswamy Stadium,16
76486,KKR,MI,0,19,187,38.45717232572607,1.3591565436626174,108,Wankhede Stadium,168
60241,KKR,CSK,0,14,165,38.45717232572607,1.3591565436626174,106,Eden Gardens,151
52827,DC,KKR,2,44,166,39.0,2.0,89,Others,122
65915,GL,KXIP,5,158,161,40.0,2.0,15,"Punjab Cricket Association Stadium, Mohali",3
77468,RCB,DC,2,71,188,54.0,1.0,78,Feroz Shah Kotla,117
61891,SRH,MI,2,68,157,29.0,2.0,69,Wankhede Stadium,89
21960,RR,HDC,1,64,148,48.0,1.0,77,Others,84
16836,CSK,RR,0,17,140,38.45717232572607,1.3591565436626174,105,Others,123
11070,RCB,RR,3,5,197,38.45717232572607,1.3591565436626174,103,Sawai Mansingh Stadium,192
67063,MI,RCB,1,9,170,38.45717232572607,1.3591565436626174,103,Wankhede Stadium,161
32110,RCB,KTK,0,0,125,38.45717232572607,1.3591565436626174,118,M Chinnaswamy Stadium,125
14750,RCB,KKR,0,55,139,26.0,0.0,69,Others,84
16153,DC,KKR,0,11,154,38.45717232572607,1.3591565436626174,108,Others,143
4471,RPS,KKR,3,107,155,31.0,1.0,50,Eden Gardens,48
42150,KXIP,CSK,2,65,120,31.0,2.0,61,Others,55
71673,SRH,KKR,1,46,171,43.0,1.0,85,Eden Gardens,125
42213,DC,RCB,1,34,215,38.45717232572607,1.3591565436626174,98,Feroz Shah Kotla,181
51705,SRH,KKR,1,93,130,36.0,1.0,44,"Rajiv Gandhi International Stadium, Uppal",37
2300,GL,RCB,6,167,213,46.0,2.0,12,Others,46
16753,KXIP,HDC,2,75,168,39.0,2.0,67,Others,93
58888,CSK,MI,3,172,173,58.0,0.0,9,Others,1
29889,RCB,DC,5,125,160,25.0,1.0,26,Feroz Shah Kotla,35
82387,RR,MI,0,54,191,54.0,0.0,89,Wankhede Stadium,137
52331,MI,KKR,4,109,163,33.0,2.0,16,Others,54
56540,DC,RCB,5,104,186,37.0,3.0,40,M Chinnaswamy Stadium,82
1638,KXIP,DC,5,73,188,31.0,2.0,53,Feroz Shah Kotla,115
56082,KKR,KXIP,1,120,149,32.0,0.0,32,Others,29
42021,MI,KKR,1,39,140,31.0,1.0,72,Wankhede Stadium,101
63597,KXIP,RCB,7,49,226,29.0,4.0,68,M Chinnaswamy Stadium,177
61153,RCB,MI,6,130,209,68.0,3.0,29,M Chinnaswamy Stadium,79
12684,DC,RR,0,6,192,38.45717232572607,1.3591565436626174,115,Wankhede Stadium,186
10737,RR,KXIP,1,8,221,38.45717232572607,1.3591565436626174,105,"Punjab Cricket Association Stadium, Mohali",213
3036,RCB,KKR,3,22,131,38.45717232572607,1.3591565436626174,101,Eden Gardens,109
54837,RR,DC,2,109,152,49.0,1.0,36,Feroz Shah Kotla,43
45255,SRH,KKR,5,122,180,37.0,2.0,12,Eden Gardens,58
81106,SRH,DC,0,20,134,38.45717232572607,1.3591565436626174,102,Feroz Shah Kotla,114
39961,HDC,CSK,4,135,160,44.0,1.0,8,"MA Chidambaram Stadium, Chepauk",25
1165,KKR,KXIP,1,105,170,64.0,1.0,69,Eden Gardens,65
57931,SRH,CSK,0,40,185,38.45717232572607,1.3591565436626174,94,Others,145
6152,DC,RCB,4,88,161,39.0,2.0,46,Feroz Shah Kotla,73
51620,CSK,RCB,4,66,106,55.0,2.0,79,M Chinnaswamy Stadium,40
80185,SRH,RR,2,142,203,45.0,2.0,42,"Rajiv Gandhi International Stadium, Uppal",61
68110,DC,GL,3,43,172,27.0,0.0,65,Feroz Shah Kotla,129
45588,KKR,KXIP,3,106,157,39.0,1.0,41,"Punjab Cricket Association Stadium, Mohali",51
84520,RR,SRH,0,51,169,47.0,0.0,87,Sawai Mansingh Stadium,118
7176,RR,KXIP,3,48,166,38.45717232572607,1.3591565436626174,91,Sawai Mansingh Stadium,118
60465,DC,KXIP,2,159,165,57.0,0.0,11,Maharashtra Cricket Association Stadium,6
7850,CSK,KKR,0,25,147,38.45717232572607,1.3591565436626174,96,"MA Chidambaram Stadium, Chepauk",122
22001,RR,HDC,2,133,148,54.0,1.0,38,Others,15
83877,CSK,RCB,6,137,165,45.0,1.0,12,M Chinnaswamy Stadium,28
66051,MI,KKR,0,13,187,38.45717232572607,1.3591565436626174,110,Eden Gardens,174
44178,SRH,RCB,6,103,130,34.0,3.0,19,"Rajiv Gandhi International Stadium, Uppal",27
80622,RR,CSK,3,30,182,38.45717232572607,1.3591565436626174,89,Others,152
50321,KKR,RCB,2,37,115,33.0,1.0,79,Others,78
59699,RCB,KKR,4,96,177,51.0,3.0,51,Eden Gardens,81
73639,CSK,KXIP,3,95,198,38.0,1.0,58,"Punjab Cricket Association Stadium, Mohali",103
26515,MI,CSK,2,67,168,34.0,1.0,52,Dr DY Patil Sports Academy,101
82691,CSK,KKR,5,123,170,41.0,1.0,23,Eden Gardens,47
38959,RCB,KKR,3,57,190,22.0,0.0,57,Eden Gardens,133
56102,KKR,KXIP,1,150,149,40.0,0.0,12,Others,-1
18377,HDC,KXIP,6,130,134,48.0,1.0,4,Others,4
21771,KXIP,RR,6,127,183,25.0,4.0,30,"Punjab Cricket Association Stadium, Mohali",56
63413,SRH,KKR,8,128,167,48.0,2.0,8,Eden Gardens,39
30752,RR,PWI,1,29,143,38.45717232572607,1.3591565436626174,92,Sawai Mansingh Stadium,114
44351,DC,MI,2,43,209,42.0,1.0,87,Wankhede Stadium,166
83013,RR,KXIP,1,95,190,42.0,0.0,62,Others,95
29951,CSK,PWI,1,22,141,22.0,1.0,87,Dr DY Patil Sports Academy,119
47671,KKR,CSK,2,76,200,43.0,1.0,67,"MA Chidambaram Stadium, Chepauk",124
37821,DC,PWI,0,7,192,38.45717232572607,1.3591565436626174,110,Feroz Shah Kotla,185
27419,MI,RCB,1,77,140,44.0,0.0,61,M Chinnaswamy Stadium,63
78609,MI,DC,5,94,186,35.0,3.0,53,Feroz Shah Kotla,92
69734,MI,SRH,2,5,177,38.45717232572607,1.3591565436626174,109,Others,172
8750,DC,CSK,0,30,169,38.45717232572607,1.3591565436626174,104,"MA Chidambaram Stadium, Chepauk",139
6549,RPS,MI,2,96,129,31.0,1.0,25,"Rajiv Gandhi International Stadium, Uppal",33
51862,RR,SRH,0,0,132,38.45717232572607,1.3591565436626174,117,Feroz Shah Kotla,132
79494,MI,DC,0,2,219,38.45717232572607,1.3591565436626174,116,Wankhede Stadium,217
22219,RCB,DC,4,98,183,40.0,4.0,43,M Chinnaswamy Stadium,85
47966,RR,RCB,3,140,171,49.0,1.0,20,Sawai Mansingh Stadium,31
36064,CSK,RCB,0,0,205,38.45717232572607,1.3591565436626174,119,"MA Chidambaram Stadium, Chepauk",205
39123,RR,DC,1,132,152,41.0,1.0,17,Feroz Shah Kotla,20
69740,MI,SRH,2,16,177,38.45717232572607,1.3591565436626174,103,Others,161
15090,RR,CSK,1,17,164,38.45717232572607,1.3591565436626174,98,Others,147
39111,RR,DC,1,109,152,35.0,1.0,29,Feroz Shah Kotla,43
6396,MI,KKR,3,36,107,25.0,3.0,85,M Chinnaswamy Stadium,71
57842,RCB,KKR,1,71,195,42.0,0.0,61,Eden Gardens,124
29320,RCB,KKR,1,153,171,48.0,1.0,28,Eden Gardens,18
7436,MI,CSK,5,130,208,47.0,2.0,34,"MA Chidambaram Stadium, Chepauk",78
54736,MI,KXIP,5,127,168,39.0,2.0,19,Wankhede Stadium,41
58086,DC,MI,3,62,173,19.0,3.0,60,Wankhede Stadium,111
43247,DC,CSK,5,117,222,38.0,2.0,39,"MA Chidambaram Stadium, Chepauk",105
17234,RR,HDC,3,58,166,33.0,1.0,61,Others,108
43412,KKR,DC,1,25,128,38.45717232572607,1.3591565436626174,99,Eden Gardens,103
77569,CSK,SRH,0,37,192,38.45717232572607,1.3591565436626174,95,Maharashtra Cricket Association Stadium,155
63946,KKR,KXIP,4,102,183,36.0,2.0,43,Eden Gardens,81
34887,DC,KKR,2,89,97,45.0,2.0,58,Eden Gardens,8
37035,RR,HDC,1,70,196,47.0,1.0,77,Sawai Mansingh Stadium,126
81111,SRH,DC,0,32,134,38.45717232572607,1.3591565436626174,97,Feroz Shah Kotla,102
63648,RR,SRH,1,25,201,38.45717232572607,1.3591565436626174,100,Others,176
36071,CSK,RCB,0,2,205,38.45717232572607,1.3591565436626174,112,"MA Chidambaram Stadium, Chepauk",203
40992,CSK,RR,4,60,126,19.0,2.0,47,Sawai Mansingh Stadium,66
61946,SRH,MI,4,126,157,33.0,1.0,15,Wankhede Stadium,31
82866,MI,RCB,0,67,179,57.0,0.0,86,Wankhede Stadium,112
13874,KXIP,RCB,0,3,168,38.45717232572607,1.3591565436626174,115,Others,165
1570,SRH,KKR,6,155,172,42.0,1.0,0,Eden Gardens,17
57031,RCB,CSK,2,88,138,38.0,1.0,28,Others,50
30800,RR,PWI,3,74,143,31.0,1.0,44,Sawai Mansingh Stadium,69
67248,SRH,GL,0,128,135,40.0,0.0,34,Others,7
9363,KXIP,RCB,3,81,126,30.0,2.0,55,M Chinnaswamy Stadium,45
29646,RR,KTK,0,68,109,35.0,0.0,59,Sawai Mansingh Stadium,41
13404,RCB,CSK,7,67,179,20.0,5.0,52,Others,112
36860,RCB,RR,5,101,195,29.0,2.0,35,M Chinnaswamy Stadium,94
17636,HDC,DC,6,155,173,36.0,3.0,10,Others,18
75060,CSK,RCB,5,183,213,64.0,1.0,12,M Chinnaswamy Stadium,30
29806,RCB,DC,1,26,160,38.45717232572607,1.3591565436626174,107,Feroz Shah Kotla,134
51827,MI,CSK,4,110,192,22.0,2.0,39,Feroz Shah Kotla,82
39588,DC,RR,3,122,141,38.0,2.0,42,Sawai Mansingh Stadium,19
24560,RCB,KKR,1,43,160,40.0,1.0,86,M Chinnaswamy Stadium,117
16749,KXIP,HDC,2,66,168,36.0,2.0,71,Others,102
48693,PWI,RCB,8,165,187,53.0,4.0,5,Subrata Roy Sahara Stadium,22
64894,CSK,KXIP,3,102,130,36.0,1.0,37,"Punjab Cricket Association Stadium, Mohali",28
20570,DC,MI,1,56,218,43.0,1.0,84,Feroz Shah Kotla,162
35266,HDC,CSK,0,4,193,38.45717232572607,1.3591565436626174,114,Others,189
56819,DC,RR,0,14,201,38.45717232572607,1.3591565436626174,112,Others,187
35559,KXIP,PWI,3,58,166,38.0,1.0,54,Subrata Roy Sahara Stadium,108
62281,DC,KKR,0,6,171,38.45717232572607,1.3591565436626174,112,Eden Gardens,165
35640,MI,HDC,2,10,138,38.45717232572607,1.3591565436626174,95,Others,128
23185,RCB,KXIP,2,112,181,39.0,0.0,34,"Punjab Cricket Association Stadium, Mohali",69
25952,DC,HDC,4,68,145,24.0,0.0,50,Feroz Shah Kotla,77
52302,MI,KKR,2,78,163,38.0,1.0,45,Others,85
33367,HDC,PWI,0,31,136,38.45717232572607,1.3591565436626174,95,Dr DY Patil Sports Academy,105
38968,RCB,KKR,3,63,190,21.0,0.0,48,Eden Gardens,127
39536,DC,RR,1,41,141,38.45717232572607,1.3591565436626174,93,Sawai Mansingh Stadium,100
13531,RCB,HDC,2,38,184,25.0,1.0,79,Others,146
72160,SRH,GL,3,62,162,34.0,2.0,69,Feroz Shah Kotla,100
39884,HDC,CSK,1,47,160,43.0,1.0,84,"MA Chidambaram Stadium, Chepauk",113
6646,RCB,KKR,7,56,222,28.0,3.0,55,M Chinnaswamy Stadium,166
40609,RR,PWI,1,34,125,38.45717232572607,1.3591565436626174,93,Subrata Roy Sahara Stadium,91
21354,CSK,KXIP,0,50,136,38.0,0.0,79,"MA Chidambaram Stadium, Chepauk",86
80613,RR,CSK,3,23,182,38.45717232572607,1.3591565436626174,97,Others,159
19043,DC,MI,1,83,165,42.0,0.0,65,Others,82
21222,DC,HDC,1,48,171,44.0,1.0,86,Others,123
85559,KXIP,CSK,0,24,172,38.45717232572607,1.3591565436626174,109,Others,148
59275,DC,CSK,2,26,150,38.45717232572607,1.3591565436626174,99,"MA Chidambaram Stadium, Chepauk",124
23492,KXIP,KKR,1,69,200,57.0,1.0,84,Eden Gardens,131
28240,KXIP,HDC,0,74,165,51.0,0.0,79,"Rajiv Gandhi International Stadium, Uppal",91
19007,DC,MI,0,36,165,38.45717232572607,1.3591565436626174,101,Others,129
347,KXIP,RPS,0,6,163,38.45717232572607,1.3591565436626174,113,Others,157
65730,KKR,DC,0,20,98,38.45717232572607,1.3591565436626174,107,Eden Gardens,78
40380,RCB,HDC,0,42,181,36.0,0.0,86,M Chinnaswamy Stadium,139
4794,SRH,RPS,2,59,148,34.0,2.0,70,"Rajiv Gandhi International Stadium, Uppal",89
85608,KXIP,CSK,0,111,172,50.0,0.0,62,Others,61
15362,KXIP,RCB,0,53,145,43.0,0.0,73,Others,92
24401,KXIP,MI,4,152,154,40.0,2.0,7,"Punjab Cricket Association Stadium, Mohali",2
14885,MI,KXIP,4,48,119,27.0,1.0,58,Others,71
6243,MI,RPS,3,48,162,31.0,3.0,77,Wankhede Stadium,114
45992,DC,CSK,0,10,169,38.45717232572607,1.3591565436626174,112,Feroz Shah Kotla,159
56755,KKR,MI,1,67,141,29.0,1.0,63,Others,74
36687,KKR,KXIP,2,48,134,46.0,2.0,87,Eden Gardens,86
52683,RR,SRH,6,121,133,38.0,3.0,9,Others,12
75113,KXIP,SRH,0,51,140,43.0,0.0,81,"Rajiv Gandhi International Stadium, Uppal",89
19955,KKR,RCB,0,9,135,38.45717232572607,1.3591565436626174,110,Eden Gardens,126
86186,CSK,MI,3,77,152,19.0,2.0,52,"Rajiv Gandhi International Stadium, Uppal",75
69133,KXIP,KKR,1,3,164,38.45717232572607,1.3591565436626174,109,Eden Gardens,161
52227,CSK,MI,9,125,148,34.0,1.0,-2,Eden Gardens,23
37754,CSK,RR,1,74,146,29.0,1.0,56,"MA Chidambaram Stadium, Chepauk",72
42632,PWI,KKR,4,75,136,21.0,2.0,38,Subrata Roy Sahara Stadium,61
78816,CSK,SRH,3,26,148,38.45717232572607,1.3591565436626174,90,Wankhede Stadium,122
31128,KTK,DC,1,65,140,44.0,1.0,83,Feroz Shah Kotla,75
60943,RR,CSK,0,0,156,38.45717232572607,1.3591565436626174,117,Others,156
81256,KKR,RCB,1,94,210,55.0,0.0,68,M Chinnaswamy Stadium,116
23591,RCB,DC,1,26,184,38.45717232572607,1.3591565436626174,97,Feroz Shah Kotla,158
10513,KXIP,RCB,1,137,143,63.0,0.0,31,"Punjab Cricket Association Stadium, Mohali",6
47700,KKR,CSK,3,117,200,41.0,1.0,38,"MA Chidambaram Stadium, Chepauk",83
49104,RR,PWI,0,4,178,38.45717232572607,1.3591565436626174,117,Sawai Mansingh Stadium,174
19516,RCB,HDC,3,75,143,40.0,2.0,56,Others,68
83292,DC,MI,8,113,174,38.0,4.0,11,Feroz Shah Kotla,61
39853,HDC,CSK,0,4,160,38.45717232572607,1.3591565436626174,115,"MA Chidambaram Stadium, Chepauk",156
48736,KKR,RR,1,48,132,39.0,1.0,83,Eden Gardens,84
967,RPS,DC,5,77,205,27.0,2.0,53,Maharashtra Cricket Association Stadium,128
50611,MI,SRH,0,4,178,38.45717232572607,1.3591565436626174,115,Wankhede Stadium,174
15358,KXIP,RCB,0,52,145,48.0,0.0,77,Others,93
75281,KKR,DC,5,142,223,58.0,0.0,31,Feroz Shah Kotla,81
31047,KXIP,MI,4,84,159,36.0,3.0,39,Wankhede Stadium,75
71342,DC,SRH,1,72,158,35.0,0.0,56,Others,86
12761,DC,RR,8,77,192,35.0,4.0,41,Wankhede Stadium,115
46974,DC,KXIP,4,64,171,38.0,1.0,52,Others,107
44276,KKR,RR,6,69,144,25.0,1.0,46,Sawai Mansingh Stadium,75
19718,RR,MI,1,22,212,38.45717232572607,1.3591565436626174,101,Others,190
14428,HDC,CSK,2,98,165,29.0,1.0,55,Others,67
76348,CSK,RCB,4,133,131,47.0,0.0,12,Maharashtra Cricket Association Stadium,-2
66337,DC,KXIP,1,74,111,47.0,0.0,58,Feroz Shah Kotla,37
82296,DC,KKR,2,76,183,30.0,1.0,65,Eden Gardens,107
74111,SRH,KXIP,3,101,201,40.0,0.0,42,"Punjab Cricket Association Stadium, Mohali",100
47337,KKR,KXIP,3,77,149,27.0,1.0,53,Eden Gardens,72
37784,CSK,RR,1,112,146,38.0,0.0,26,"MA Chidambaram Stadium, Chepauk",34
69233,KXIP,KKR,6,143,164,44.0,2.0,12,Eden Gardens,21
74761,DC,KXIP,4,65,157,23.0,3.0,68,Feroz Shah Kotla,92
67559,SRH,KXIP,0,89,143,31.0,0.0,63,"Rajiv Gandhi International Stadium, Uppal",54
5742,RPS,DC,4,125,168,41.0,1.0,24,Feroz Shah Kotla,43
75475,RR,SRH,1,47,152,40.0,1.0,81,Sawai Mansingh Stadium,105
49663,SRH,CSK,7,116,223,23.0,2.0,15,"Rajiv Gandhi International Stadium, Uppal",107
18592,KKR,CSK,1,122,188,50.0,0.0,38,Others,66
36556,PWI,CSK,1,40,155,38.45717232572607,1.3591565436626174,98,Subrata Roy Sahara Stadium,115
12757,DC,RR,6,75,192,36.0,2.0,45,Wankhede Stadium,117
36202,KXIP,PWI,1,14,115,38.45717232572607,1.3591565436626174,105,"Punjab Cricket Association Stadium, Mohali",101
